ID,Hex,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
11010100,A80034,Heavy Club,重厚なクラブ,厚重棍棒,Важка довбня,,Тяжелая дубина,,
11010200,A80098,Keen Club,鋭利なクラブ,锋利棍棒,Стрімка довбня,,Острая дубина,,
11010300,A800FC,Quality Club,上質なクラブ,优质棍棒,Якісна довбня,,Качественная дубина,,
11010400,A80160,Fire Club,炎のクラブ,火焰棍棒,Вогняна довбня,,Огненная дубина,,
11010500,A801C4,Flame Art Club,炎術のクラブ,焰术棍棒,Полум'яна довбня,,Пылающая дубина,,
11010600,A80228,Lightning Club,雷のクラブ,雷电棍棒,Блискавкова довбня,,Громовая дубина,,
11010700,A8028C,Sacred Club,神聖なクラブ,神圣棍棒,Священна довбня,,Священная дубина,,
11010800,A802F0,Magic Club,魔力のクラブ,魔力棍棒,Магічна довбня,,Зачарованная дубина,,
11010900,A80354,Cold Club,冷たいクラブ,寒冷棍棒,Морозна довбня,,Морозная дубина,,
11011000,A803B8,Poison Club,毒のクラブ,毒棍棒,Отруйна довбня,,Отравленная дубина,,
11011100,A8041C,Bloody Club,血のクラブ,血棍棒,Кривава довбня,,Окровавленная дубина,,
11011200,A80480,Occult Club,神秘のクラブ,神秘棍棒,Окультна довбня,,Оккультная дубина,,
11030000,A84DF0,Curved Club,曲り棍棒,弯曲棍棒,Вигнута довбня,,Изогнутая дубина,,
11030100,A84E54,Heavy Curved Club,重厚な曲り棍棒,厚重弯曲棍棒,Важка вигнута довбня,,Тяжёлая изогнутая дубина,,
11030200,A84EB8,Keen Curved Club,鋭利な曲り棍棒,锋利弯曲棍棒,Стрімка вигнута довбня,,Острая изогнутая дубина,,
11030300,A84F1C,Quality Curved Club,上質な曲り棍棒,优质弯曲棍棒,Якісна вигнута довбня,,Качественная изогнутая дубина,,
11030400,A84F80,Fire Curved Club,炎の曲り棍棒,火焰弯曲棍棒,Вогняна вигнута довбня,,Огненная изогнутая дубина,,
11030500,A84FE4,Flame Art Curved Club,炎術の曲り棍棒,焰术弯曲棍棒,Полум'яна вигнута довбня,,Пылающая изогнутая дубина,,
11030600,A85048,Lightning Curved Club,雷の曲り棍棒,雷电弯曲棍棒,Блискавкова вигнута довбня,,Громовая изогнутая дубина,,
11030700,A850AC,Sacred Curved Club,神聖な曲り棍棒,神圣弯曲棍棒,Священна вигнута довбня,,Священная изогнутая дубина,,
11030800,A85110,Magic Curved Club,魔力の曲り棍棒,魔力弯曲棍棒,Магічна вигнута довбня,,Зачарованная изогнутая дубина,,
11030900,A85174,Cold Curved Club,冷たい曲り棍棒,寒冷弯曲棍棒,Морозна вигнута довбня,,Морозная изогнутая дубина,,
11031000,A851D8,Poison Curved Club,毒の曲り棍棒,毒弯曲棍棒,Отруйна вигнута довбня,,Отравленная изогнутая дубина,,
11031100,A8523C,Blood Curved Club,血の曲り棍棒,血弯曲棍棒,Кривава вигнута довбня,,Кровавая изогнутая дубина,,
11031200,A852A0,Occult Curved Club,神秘の曲り棍棒,神秘弯曲棍棒,Окультна вигнута довбня,,Оккультная изогнутая дубина,,
11040000,A87500,Warpick,ウォーピック,战镐,Клевець,,Клевец,,
11040100,A87564,Heavy Warpick,重厚なウォーピック,厚重战镐,Важкий клевець,,Тяжёлый клевец,,
11040200,A875C8,Keen Warpick,鋭利なウォーピック,锋利战镐,Стрімкий клевець,,Острый клевец,,
11040300,A8762C,Quality Warpick,上質なウォーピック,优质战镐,Якісний клевець,,Качественный клевец,,
11040400,A87690,Fire Warpick,炎のウォーピック,火焰战镐,Вогняний клевець,,Огненный клевец,,
11040500,A876F4,Flame Art Warpick,炎術のウォーピック,焰术战镐,Полум'яний клевець,,Пылающий клевец,,
11040600,A87758,Lightning Warpick,雷のウォーピック,雷电战镐,Блискавковий клевець,,Громовой клевец,,
11040700,A877BC,Sacred Warpick,神聖なウォーピック,神圣战镐,Священний клевець,,Священный клевец,,
11040800,A87820,Magic Warpick,魔力のウォーピック,魔力战镐,Магічний клевець,,Зачарованный клевец,,
11040900,A87884,Cold Warpick,冷たいウォーピック,寒冷战镐,Морозний клевець,,Морозный клевец,,
11041000,A878E8,Poison Warpick,毒のウォーピック,毒战镐,Отруйний клевець,,Отравленный клевец,,
11041100,A8794C,Blood Warpick,血のウォーピック,血战镐,Кривавий клевець,,Кровавый клевец,,
11041200,A879B0,Occult Warpick,神秘のウォーピック,神秘战镐,Окультний клевець,,Оккультный клевец,,
11050000,A89C10,Morning Star,モーニングスター,晨星锤,Моргенштерн,,Моргенштерн,,
11050100,A89C74,Heavy Morning Star,重厚なモーニングスター,厚重晨星锤,Важкий моргенштерн,,Тяжёлый моргенштерн,,
11050200,A89CD8,Keen Morning Star,鋭利なモーニングスター,锋利晨星锤,Стрімкий моргенштерн,,Острый моргенштерн,,
11050300,A89D3C,Quality Morning Star,上質なモーニングスター,优质晨星锤,Якісний моргенштерн,,Качественный моргенштерн,,
11050400,A89DA0,Fire Morning Star,炎のモーニングスター,火焰晨星锤,Вогняний моргенштерн,,Огненный моргенштерн,,
11050500,A89E04,Flame Art Morning Star,炎術のモーニングスター,焰术晨星锤,Полум'яний моргенштерн,,Пылающий моргенштерн,,
11050600,A89E68,Lightning Morning Star,雷のモーニングスター,雷电晨星锤,Блискавковий моргенштерн,,Громовой моргенштерн,,
11050700,A89ECC,Sacred Morning Star,神聖なモーニングスター,神圣晨星锤,Священний моргенштерн,,Священный моргенштерн,,
11050800,A89F30,Magic Morning Star,魔力のモーニングスター,魔力晨星锤,Магічний моргенштерн,,Зачарованный моргенштерн,,
11050900,A89F94,Cold Morning Star,冷たいモーニングスター,寒冷晨星锤,Морозний моргенштерн,,Морозный моргенштерн,,
11051000,A89FF8,Poison Morning Star,毒のモーニングスター,毒晨星锤,Отруйний моргенштерн,,Отравленный моргенштерн,,
11051100,A8A05C,Blood Morning Star,血のモーニングスター,血晨星锤,Кривавий моргенштерн,,Кровавый моргенштерн,,
11051200,A8A0C0,Occult Morning Star,神秘のモーニングスター,神秘晨星锤,Окультний моргенштерн,,Оккультный моргенштерн,,
11060000,A8C320,Varré's Bouquet,ヴァレーの花束,梵雷的花束,Букет Варре,,Букет Варрэ,,
11060100,A8C384,Heavy Varré's Bouquet,,,,,,,
11060200,A8C3E8,Keen Varré's Bouquet,,,,,,,
11060300,A8C44C,Quality Varré's Bouquet,,,,,,,
11060400,A8C4B0,Fire Varré's Bouquet,,,,,,,
11060500,A8C514,Flame Art Varré's Bouquet,,,,,,,
11060600,A8C578,Lightning Varré's Bouquet,,,,,,,
11060700,A8C5DC,Sacred Varré's Bouquet,,,,,,,
11060800,A8C640,Magic Varré's Bouquet,,,,,,,
11060900,A8C6A4,Cold Varré's Bouquet,,,,,,,
11061000,A8C708,Poison Varré's Bouquet,,,,,,,
11061100,A8C76C,Blood Varré's Bouquet,,,,,,,
11061200,A8C7D0,Occult Varré's Bouquet,,,,,,,
11070000,A8EA30,Spiked Club,牙付き棍棒,兽牙棒,Шипована довбня,,Шипастая дубина,,
11070100,A8EA94,Heavy Spiked Club,重厚な牙付き棍棒,厚重兽牙棒,Важка шипована довбня,,Тяжёлая шипастая дубина,,
11070200,A8EAF8,Keen Spiked Club,鋭利な牙付き棍棒,锋利兽牙棒,Стрімка шипована довбня,,Острая шипастая дубина,,
11070300,A8EB5C,Quality Spiked Club,上質な牙付き棍棒,优质兽牙棒,Якісна шипована довбня,,Качественная шипастая дубина,,
11070400,A8EBC0,Fire Spiked Club,炎の牙付き棍棒,火焰兽牙棒,Вогняна шипована довбня,,Огненная шипастая дубина,,
11070500,A8EC24,Flame Art Spiked Club,炎術の牙付き棍棒,焰术兽牙棒,Полум'яна шипована довбня,,Пылающая шипастая дубина,,
11070600,A8EC88,Lightning Spiked Club,雷の牙付き棍棒,雷电兽牙棒,Блискавкова шипована довбня,,Громовая шипастая дубина,,
11070700,A8ECEC,Sacred Spiked Club,神聖な牙付き棍棒,神圣兽牙棒,Священна шипована довбня,,Священная шипастая дубина,,
11070800,A8ED50,Magic Spiked Club,魔力の牙付き棍棒,魔力兽牙棒,Магічна шипована довбня,,Зачарованная шипастая дубина,,
11070900,A8EDB4,Cold Spiked Club,冷たい牙付き棍棒,寒冷兽牙棒,Морозна шипована довбня,,Морозная шипастая дубина,,
11071000,A8EE18,Poison Spiked Club,毒の牙付き棍棒,毒兽牙棒,Отруйна шипована довбня,,Отравленная шипастая дубина,,
11071100,A8EE7C,Blood Spiked Club,血の牙付き棍棒,血兽牙棒,Кривава шипована довбня,,Кровавая шипастая дубина,,
11071200,A8EEE0,Occult Spiked Club,神秘の牙付き棍棒,神秘兽牙棒,Окультна шипована довбня,,Оккультная шипастая дубина,,
11080000,A91140,Hammer,ハンマー,石槌,Молот,,Молот,,
11080100,A911A4,Heavy Hammer,重厚なハンマー,厚重石槌,Важкий молот,,Тяжёлый молот,,
11080200,A91208,Keen Hammer,鋭利なハンマー,锋利石槌,Стрімкий молот,,Острый молот,,
11080300,A9126C,Quality Hammer,上質なハンマー,优质石槌,Якісний молот,,Качественный молот,,
11080400,A912D0,Fire Hammer,炎のハンマー,火焰石槌,Вогняний молот,,Огненный молот,,
11080500,A91334,Flame Art Hammer,炎術のハンマー,焰术石槌,Полум'яний молот,,Пылающий молот,,
11080600,A91398,Lightning Hammer,雷のハンマー,雷电石槌,Блискавковий молот,,Громовой молот,,
11080700,A913FC,Sacred Hammer,神聖なハンマー,神圣石槌,Священний молот,,Священный молот,,
11080800,A91460,Magic Hammer,魔力のハンマー,魔力石槌,Магічний молот,,Зачарованный молот,,
11080900,A914C4,Cold Hammer,冷たいハンマー,寒冷石槌,Морозний молот,,Морозный молот,,
11081000,A91528,Poison Hammer,毒のハンマー,毒石槌,Отруйний молот,,Отравленный молот,,
11081100,A9158C,Blood Hammer,血のハンマー,血石槌,Кривавий молот,,Кровавый молот,,
11081200,A915F0,Occult Hammer,神秘のハンマー,神秘石槌,Окультний молот,,Оккультный молот,,
11090000,A93850,Monk's Flamemace,僧兵の炎姿槌,习武修士火纹锤,Вогнебулава монаха,,Горящая булава монаха,,
